transaction_id	merchant_id	customer_id	year_month	transaction_date	original_currency	payment_method	status	amount_EUR	fee_EUR	net_amount_EUR
TXN001702	M0006	C00524	2025-05	2025-05-14 19:56:00	EUR	CONTACTLESS	COMPLETED	1975.22	34.57	1940.65
TXN001703	M0118	C00730	2024-10	2024-10-25 23:55:00	EUR	APPLE PAY	COMPLETED	600.19	10.5	589.69
TXN001704	M0034	C00471	2024-08	2024-08-08 02:57:00	EUR	QR CODE	COMPLETED	79.65	1.39	78.26
TXN001705	M0114	C00619	2025-05	2025-05-27 05:29:00	GBP	CONTACTLESS	COMPLETED	1086.68	19.02	1067.66
TXN001706	M0063	C00694	2025-04	2025-04-19 23:04:00	GBP	QR CODE	COMPLETED	17.21	0.3	16.92
TXN001707	M0121	C00734	2025-06	2025-06-03 02:50:00	BGN	CARD	COMPLETED	533.89	9.34	524.55
TXN001708	M0184	C00832	2023-05	2023-05-21 14:30:00	GBP	CARD	COMPLETED	1800.54	31.51	1769.03
TXN001708	M0184	C00832	2023-05	2023-05-21 14:30:00	GBP	CARD	COMPLETED	1803.64	31.56	1772.08
TXN001709	M0094	C00439	2025-06	2025-06-02 22:59:00	EUR	CARD	COMPLETED	1280.12	22.4	1257.72
TXN001710	M0038	C00376	2024-06	2024-06-06 18:48:00	GBP	APPLE PAY	COMPLETED	1728.56	30.25	1698.31
TXN001711	M0037	C00711	2025-03	2025-03-24 15:13:00	EUR	GOOGLE PAY	COMPLETED	663.11	11.6	651.51
TXN001712	M0182	C00456	2025-08	2025-08-03 07:48:00	GBP	GOOGLE PAY	COMPLETED	564.76	9.89	554.88
TXN001713	M0180	C00152	2025-04	2025-04-23 18:17:00	BGN	APPLE PAY	COMPLETED	760.34	13.3	747.04
TXN001714	M0007	C00968	2025-04	2025-04-24 11:36:00	BGN	CONTACTLESS	COMPLETED	464.46	8.13	456.34
TXN001715	M0146	C00159	2026-02	2026-02-04 09:30:00	BGN	CONTACTLESS	COMPLETED	911.86	15.96	895.9
TXN001716	M0038	C00029	2025-05	2025-05-26 09:54:00	EUR	QR CODE	COMPLETED	962.11	16.84	945.27
TXN001717	M0078	C00764	2024-08	2024-08-04 18:00:00	BGN	GOOGLE PAY	COMPLETED	332.55	5.82	326.73
TXN001718	M0123	C00514	2025-05	2025-05-29 05:22:00	GBP	QR CODE	COMPLETED	1398.09	24.46	1373.63
TXN001719	M0096	C00180	2025-09	2025-09-03 15:41:00	GBP	GOOGLE PAY	COMPLETED	372.75	6.53	366.22
TXN001720	M0004	C00285	2024-11	2024-11-29 10:14:00	BGN	CARD	COMPLETED	396.26	6.93	389.32
TXN001722	M0059	C00975	2025-05	2025-05-09 11:42:00	GBP	QR CODE	COMPLETED	73.37	1.28	72.09
TXN001723	M0018	C00082	2025-05	2025-05-24 17:34:00	EUR	GOOGLE PAY	COMPLETED	2116.9	37.05	2079.85
TXN001724	M0146	C00707	2025-10	2025-10-13 07:15:00	BGN	CONTACTLESS	COMPLETED	328.28	5.75	322.53
TXN001725	M0059	C00285	2026-01	2026-01-24 05:02:00	EUR	CONTACTLESS	COMPLETED	2448.5	42.85	2405.65
TXN001726	M0188	C00063	2025-09	2025-09-22 02:57:00	EUR	CONTACTLESS	COMPLETED	2258.08	39.52	2218.56
TXN001727	M0063	C00801	2025-08	2025-08-23 18:30:00	EUR	APPLE PAY	COMPLETED	1162.02	20.34	1141.68
TXN001728	M0163	C00203	2023-11	2023-11-10 06:30:00	EUR	QR CODE	COMPLETED	293.22	5.13	288.09
TXN001729	M0151	C00441	2025-02	2025-02-22 19:31:00	EUR	GOOGLE PAY	COMPLETED	751.65	13.15	738.5
TXN001730	M0200	C00001	2024-03	2024-03-25 18:51:00	GBP	GOOGLE PAY	COMPLETED	1376.37	24.08	1352.29
TXN001731	M0154	C00527	2024-02	2024-02-06 15:40:00	GBP	APPLE PAY	COMPLETED	385.39	6.74	378.65
TXN001732	M0068	C00317	2025-06	2025-06-21 07:21:00	BGN	GOOGLE PAY	COMPLETED	352.81	6.18	346.64
TXN001734	M0042	C00948	2024-08	2024-08-16 02:48:00	GBP	APPLE PAY	COMPLETED	944.22	16.53	927.69
TXN001735	M0164	C00782	2026-01	2026-01-03 17:52:00	EUR	CONTACTLESS	COMPLETED	458.68	8.03	450.65
TXN001736	M0079	C00702	2025-07	2025-07-17 09:20:00	GBP	QR CODE	COMPLETED	1669.78	29.22	1640.56
TXN001737	M0054	C00176	2025-02	2025-02-23 10:10:00	EUR	QR CODE	COMPLETED	481.78	8.43	473.35
TXN001738	M0170	C00808	2025-03	2025-03-19 10:33:00	GBP	APPLE PAY	COMPLETED	2098.24	36.72	2061.51
TXN001739	M0059	C00149	2025-07	2025-07-10 15:59:00	GBP	APPLE PAY	COMPLETED	1865.2	32.64	1832.55
TXN001740	M0187	C00403	2025-04	2025-04-21 23:20:00	GBP	CARD	COMPLETED	984.04	17.22	966.82
TXN001741	M0196	C00999	2025-04	2025-04-16 01:26:00	GBP	APPLE PAY	COMPLETED	774.24	13.55	760.69
TXN001742	M0005	C00302	2025-09	2025-09-28 22:12:00	GBP	CARD	COMPLETED	459.27	8.04	451.23
TXN001743	M0083	C00817	2024-08	2024-08-10 12:20:00	EUR	QR CODE	COMPLETED	1396.28	24.43	1371.85
TXN001744	M0129	C00741	2025-05	2025-05-28 08:06:00	GBP	QR CODE	COMPLETED	163.53	2.86	160.67
TXN001746	M0156	C00283	2025-12	2025-12-08 12:03:00	BGN	APPLE PAY	COMPLETED	130.82	2.29	128.53
TXN001747	M0113	C00333	2025-07	2025-07-30 03:30:00	BGN	GOOGLE PAY	COMPLETED	172.76	3.02	169.74
TXN001748	M0039	C00091	2025-12	2025-12-17 04:37:00	GBP	CONTACTLESS	COMPLETED	654.31	11.45	642.85
TXN001749	M0084	C00837	2025-11	2025-11-18 17:48:00	GBP	CARD	COMPLETED	1432.46	25.07	1407.39
TXN001750	M0036	C00322	2026-02	2026-02-26 02:55:00	GBP	GOOGLE PAY	COMPLETED	1718.65	30.07	1688.57
TXN001751	M0192	C00371	2026-03	2026-03-15 06:11:00	GBP	CONTACTLESS	COMPLETED	698.14	12.22	685.91
TXN001752	M0174	C00123	2025-02	2025-02-13 08:38:00	BGN	GOOGLE PAY	COMPLETED	956.01	16.73	939.28
TXN001753	M0110	C00935	2025-07	2025-07-04 15:51:00	BGN	APPLE PAY	COMPLETED	62.61	1.09	61.52
TXN001755	M0073	C00095	2025-10	2025-10-31 10:40:00	BGN	CARD	COMPLETED	86.98	1.52	85.45
TXN001756	M0137	C00480	2023-12	2023-12-06 16:54:00	BGN	CONTACTLESS	COMPLETED	1088.6	19.05	1069.55
TXN001757	M0193	C00911	2023-07	2023-07-07 21:27:00	BGN	CONTACTLESS	COMPLETED	1045.53	18.29	1027.24
TXN001758	M0167	C00541	2024-11	2024-11-15 02:11:00	BGN	GOOGLE PAY	COMPLETED	828.55	14.5	814.05
TXN001760	M0083	C00787	2024-08	2024-08-10 04:16:00	GBP	QR CODE	COMPLETED	1867.82	32.69	1835.13
TXN001761	M0118	C00364	2025-08	2025-08-13 21:12:00	BGN	QR CODE	COMPLETED	984.45	17.23	967.23
TXN001762	M0040	C00547	2024-10	2024-10-08 04:13:00	BGN	CARD	COMPLETED	395.2	6.92	388.28
TXN001763	M0200	C00323	2023-11	2023-11-08 17:22:00	EUR	CONTACTLESS	COMPLETED	2386.76	41.77	2344.99
TXN001764	M0052	C00942	2024-11	2024-11-26 05:27:00	EUR	APPLE PAY	COMPLETED	2477.53	43.36	2434.17
TXN001765	M0007	C00455	2025-01	2025-01-28 14:07:00	BGN	CONTACTLESS	COMPLETED	1066.47	18.66	1047.81
TXN001766	M0098	C00390	2024-07	2024-07-03 14:28:00	BGN	CARD	COMPLETED	511.02	8.94	502.08
TXN001767	M0024	C00167	2024-11	2024-11-22 16:58:00	EUR	CARD	COMPLETED	1446.81	25.32	1421.49
TXN001768	M0126	C00093	2025-08	2025-08-27 23:20:00	BGN	APPLE PAY	COMPLETED	531.38	9.3	522.08
TXN001769	M0123	C00390	2024-11	2024-11-24 16:07:00	GBP	GOOGLE PAY	COMPLETED	2024.32	35.42	1988.9
TXN001770	M0026	C00869	2025-09	2025-09-03 11:19:00	BGN	APPLE PAY	COMPLETED	1069.51	18.72	1050.79
TXN001772	M0012	C00160	2025-03	2025-03-01 07:11:00	EUR	GOOGLE PAY	COMPLETED	1412.54	24.72	1387.82
TXN001775	M0094	C00641	2023-10	2023-10-17 05:01:00	GBP	APPLE PAY	COMPLETED	1068.95	18.71	1050.25
TXN001776	M0160	C00482	2023-11	2023-11-27 00:50:00	EUR	CONTACTLESS	COMPLETED	67.01	1.17	65.84
TXN001777	M0105	C00174	2023-05	2023-05-07 17:24:00	EUR	CARD	COMPLETED	1906.85	33.37	1873.48
TXN001777	M0105	C00174	2023-05	2023-05-07 17:24:00	EUR	CARD	COMPLETED	1906.85	33.37	1873.48
TXN001778	M0004	C00992	2025-04	2025-04-23 07:05:00	GBP	GOOGLE PAY	COMPLETED	918.92	16.09	902.84
TXN001779	M0107	C00001	2025-10	2025-10-22 14:08:00	GBP	GOOGLE PAY	COMPLETED	1848.04	32.34	1815.69
TXN001780	M0121	C00629	2024-09	2024-09-13 04:20:00	BGN	CARD	COMPLETED	839.45	14.69	824.76
TXN001781	M0123	C00225	2025-03	2025-03-26 23:53:00	BGN	CONTACTLESS	COMPLETED	1089.22	19.06	1070.16
TXN001782	M0037	C00290	2025-03	2025-03-15 21:05:00	BGN	CARD	COMPLETED	950.31	16.63	933.67
TXN001783	M0064	C00728	2025-03	2025-03-15 08:11:00	GBP	QR CODE	COMPLETED	1561.75	27.33	1534.42
TXN001785	M0170	C00928	2025-03	2025-03-07 18:47:00	GBP	CARD	COMPLETED	1998.83	34.98	1963.85
TXN001787	M0083	C00644	2023-06	2023-06-11 18:30:00	BGN	GOOGLE PAY	COMPLETED	619.13	10.83	608.3
TXN001788	M0116	C00763	2024-11	2024-11-25 14:39:00	GBP	QR CODE	COMPLETED	564.57	9.88	554.69
TXN001790	M0170	C00065	2025-01	2025-01-16 21:54:00	GBP	GOOGLE PAY	COMPLETED	738.72	12.93	725.79
TXN001792	M0141	C00567	2025-01	2025-01-20 04:55:00	EUR	QR CODE	COMPLETED	870.69	15.24	855.45
TXN001793	M0047	C00795	2025-03	2025-03-31 16:12:00	EUR	CONTACTLESS	COMPLETED	356.42	6.24	350.18
TXN001794	M0188	C00881	2025-08	2025-08-09 11:33:00	BGN	QR CODE	COMPLETED	768.66	13.45	755.21
TXN001795	M0013	C00544	2025-09	2025-09-13 17:23:00	EUR	APPLE PAY	COMPLETED	1349.79	23.62	1326.17
TXN001798	M0134	C00308	2025-08	2025-08-24 15:29:00	EUR	CARD	COMPLETED	806.5	14.11	792.39
TXN001803	M0037	C00537	2025-04	2025-04-10 10:00:00	EUR	QR CODE	COMPLETED	1592.8	27.87	1564.93
TXN001804	M0121	C00761	2024-07	2024-07-24 21:28:00	BGN	GOOGLE PAY	COMPLETED	382.87	6.7	376.17
TXN001807	M0058	C00614	2026-03	2026-03-10 03:05:00	GBP	CONTACTLESS	COMPLETED	2163.31	37.86	2125.45
TXN001808	M0171	C00886	2024-07	2024-07-07 22:27:00	GBP	APPLE PAY	COMPLETED	900.66	15.76	884.9
TXN001810	M0026	C00682	2026-01	2026-01-15 07:37:00	GBP	CARD	COMPLETED	1075.81	18.83	1056.98
TXN001811	M0200	C00532	2025-11	2025-11-16 17:38:00	BGN	GOOGLE PAY	COMPLETED	1070.63	18.73	1051.9
TXN001814	M0089	C00409	2025-10	2025-10-08 14:36:00	BGN	GOOGLE PAY	COMPLETED	1103.83	19.32	1084.51
TXN001815	M0172	C00969	2025-12	2025-12-14 00:13:00	GBP	CARD	COMPLETED	1239.26	21.69	1217.58
TXN001817	M0091	C00716	2025-06	2025-06-14 08:28:00	BGN	APPLE PAY	COMPLETED	1002.06	17.54	984.52
TXN001818	M0197	C00330	2024-09	2024-09-10 06:35:00	BGN	GOOGLE PAY	COMPLETED	985.58	17.25	968.34
TXN001819	M0193	C00361	2025-01	2025-01-21 05:54:00	BGN	QR CODE	COMPLETED	639.55	11.19	628.36
TXN001821	M0081	C00272	2025-03	2025-03-20 15:40:00	BGN	GOOGLE PAY	COMPLETED	239.04	4.18	234.86
TXN001822	M0090	C00173	2024-09	2024-09-02 14:57:00	GBP	CARD	COMPLETED	788.02	13.79	774.23
TXN001823	M0029	C00574	2025-02	2025-02-11 18:19:00	GBP	QR CODE	COMPLETED	1943.5	34.02	1909.48
TXN001824	M0138	C00093	2024-04	2024-04-25 12:39:00	BGN	QR CODE	COMPLETED	889.59	15.57	874.02
TXN001825	M0170	C00407	2025-11	2025-11-28 08:09:00	EUR	GOOGLE PAY	COMPLETED	1790.43	31.33	1759.1
TXN001826	M0027	C00231	2025-12	2025-12-03 09:39:00	GBP	CARD	COMPLETED	1246.19	21.81	1224.39
TXN001827	M0063	C00230	2025-07	2025-07-16 04:42:00	BGN	CONTACTLESS	COMPLETED	1268.9	22.21	1246.69
TXN001828	M0063	C00304	2024-08	2024-08-20 14:41:00	EUR	CARD	COMPLETED	2029.28	35.51	1993.77
TXN001832	M0020	C00815	2025-02	2025-02-18 10:55:00	BGN	QR CODE	COMPLETED	1057.91	18.51	1039.39
TXN001833	M0033	C00827	2023-11	2023-11-29 16:45:00	BGN	CONTACTLESS	COMPLETED	608.78	10.66	598.12
TXN001834	M0185	C00230	2025-04	2025-04-28 22:44:00	GBP	APPLE PAY	COMPLETED	1410.35	24.68	1385.67
TXN001835	M0148	C00067	2024-01	2024-01-18 14:39:00	EUR	CARD	COMPLETED	1096.08	19.18	1076.9
TXN001836	M0144	C00889	2025-02	2025-02-28 17:41:00	BGN	CONTACTLESS	COMPLETED	74.76	1.31	73.45
TXN001837	M0017	C00919	2025-05	2025-05-17 02:46:00	BGN	CARD	COMPLETED	353.84	6.19	347.65
TXN001839	M0080	C00818	2025-10	2025-10-24 22:43:00	BGN	GOOGLE PAY	COMPLETED	390.32	6.83	383.49
TXN001840	M0037	C00625	2025-08	2025-08-23 21:37:00	EUR	APPLE PAY	COMPLETED	787.86	13.79	774.07
TXN001841	M0151	C00166	2025-01	2025-01-04 02:39:00	BGN	CONTACTLESS	COMPLETED	82.53	1.44	81.09
TXN001842	M0064	C00123	2025-01	2025-01-26 05:01:00	GBP	CARD	COMPLETED	1399.25	24.49	1374.76
TXN001843	M0025	C00418	2025-12	2025-12-03 18:44:00	GBP	GOOGLE PAY	COMPLETED	2073.03	36.28	2036.75
TXN001844	M0036	C00441	2024-12	2024-12-14 05:06:00	GBP	GOOGLE PAY	COMPLETED	683.73	11.96	671.77
TXN001845	M0024	C00663	2024-12	2024-12-01 08:25:00	BGN	CARD	COMPLETED	257.45	4.5	252.95
TXN001848	M0099	C00880	2024-10	2024-10-19 00:51:00	EUR	CONTACTLESS	COMPLETED	2263.1	39.6	2223.5
TXN001849	M0049	C00354	2025-07	2025-07-07 19:31:00	EUR	CONTACTLESS	COMPLETED	456.51	7.99	448.52
TXN001850	M0154	C00901	2024-05	2024-05-22 18:11:00	EUR	QR CODE	COMPLETED	2228.86	39.01	2189.85
TXN001852	M0075	C00922	2024-04	2024-04-27 11:43:00	EUR	GOOGLE PAY	COMPLETED	453.09	7.93	445.16
TXN001854	M0100	C00375	2025-12	2025-12-31 03:42:00	EUR	CONTACTLESS	COMPLETED	1387.27	24.28	1362.99
TXN001857	M0134	C00459	2025-07	2025-07-27 17:41:00	EUR	APPLE PAY	COMPLETED	504.33	8.83	495.5
TXN001858	M0161	C00504	2024-08	2024-08-11 12:27:00	EUR	APPLE PAY	COMPLETED	944.22	16.52	927.7
TXN001860	M0136	C00922	2024-11	2024-11-13 06:05:00	BGN	QR CODE	COMPLETED	393.46	6.89	386.57
TXN001861	M0045	C00990	2025-09	2025-09-04 10:47:00	GBP	GOOGLE PAY	COMPLETED	107.27	1.88	105.39
TXN001862	M0049	C00445	2024-09	2024-09-19 17:03:00	BGN	QR CODE	COMPLETED	1053.18	18.43	1034.75
TXN001863	M0135	C00220	2024-05	2024-05-09 16:23:00	EUR	GOOGLE PAY	COMPLETED	1703.63	29.81	1673.82
TXN001864	M0048	C00212	2025-01	2025-01-17 22:20:00	BGN	QR CODE	COMPLETED	94.45	1.65	92.8
TXN001865	M0004	C00298	2024-11	2024-11-19 12:13:00	EUR	CONTACTLESS	COMPLETED	2251.05	39.39	2211.66
TXN001866	M0169	C00858	2025-09	2025-09-11 05:24:00	GBP	CARD	COMPLETED	1813.26	31.73	1781.52
TXN001867	M0040	C00945	2024-08	2024-08-21 19:15:00	GBP	QR CODE	COMPLETED	1357.98	23.77	1334.21
TXN001869	M0177	C00923	2024-12	2024-12-12 13:52:00	EUR	GOOGLE PAY	COMPLETED	1035.57	18.12	1017.45
TXN001870	M0065	C00786	2025-02	2025-02-19 00:40:00	GBP	CONTACTLESS	COMPLETED	1481.45	25.92	1455.52
TXN001871	M0170	C00811	2025-05	2025-05-26 02:40:00	GBP	CARD	COMPLETED	250.15	4.38	245.78
TXN001872	M0047	C00698	2025-08	2025-08-20 10:10:00	BGN	GOOGLE PAY	COMPLETED	1206.11	21.11	1185.0
TXN001873	M0073	C00780	2025-09	2025-09-22 09:18:00	EUR	GOOGLE PAY	COMPLETED	2139.13	37.43	2101.7
TXN001874	M0052	C00037	2023-09	2023-09-10 17:54:00	GBP	GOOGLE PAY	COMPLETED	1063.86	18.62	1045.24
TXN001875	M0028	C00781	2023-11	2023-11-12 07:02:00	BGN	CARD	COMPLETED	1065.11	18.64	1046.47
TXN001876	M0062	C00612	2024-07	2024-07-30 19:23:00	EUR	QR CODE	COMPLETED	1096.68	19.19	1077.49
TXN001877	M0197	C00972	2024-10	2024-10-09 06:46:00	EUR	APPLE PAY	COMPLETED	796.51	13.94	782.57
TXN001878	M0065	C00401	2023-12	2023-12-12 11:29:00	GBP	CONTACTLESS	COMPLETED	429.94	7.52	422.42
TXN001879	M0075	C00674	2025-06	2025-06-08 02:14:00	BGN	GOOGLE PAY	COMPLETED	236.2	4.13	232.06
TXN001880	M0007	C00571	2025-12	2025-12-05 02:53:00	EUR	CONTACTLESS	COMPLETED	616.33	10.79	605.54
TXN001881	M0141	C00548	2025-03	2025-03-06 01:07:00	EUR	QR CODE	COMPLETED	1712.7	29.97	1682.73
TXN001882	M0185	C00924	2024-04	2024-04-27 23:59:00	EUR	CONTACTLESS	COMPLETED	805.84	14.1	791.74
TXN001883	M0002	C00581	2025-06	2025-06-06 00:36:00	EUR	CONTACTLESS	COMPLETED	148.4	2.6	145.8
TXN001884	M0196	C00844	2025-08	2025-08-09 01:36:00	GBP	QR CODE	COMPLETED	1182.71	20.7	1162.02
TXN001885	M0166	C00767	2024-06	2024-06-26 09:43:00	EUR	GOOGLE PAY	COMPLETED	1541.08	26.97	1514.11
TXN001887	M0093	C00991	2024-08	2024-08-22 04:18:00	GBP	APPLE PAY	COMPLETED	1391.41	24.35	1367.06
TXN001888	M0042	C00044	2025-02	2025-02-25 23:01:00	GBP	GOOGLE PAY	COMPLETED	924.37	16.17	908.2
TXN001889	M0182	C00861	2026-02	2026-02-18 17:54:00	BGN	APPLE PAY	COMPLETED	291.13	5.09	286.04
TXN001890	M0054	C00455	2025-11	2025-11-07 13:56:00	GBP	GOOGLE PAY	COMPLETED	906.47	15.86	890.61
TXN001891	M0094	C00211	2025-01	2025-01-26 10:42:00	EUR	CONTACTLESS	COMPLETED	998.71	17.48	981.23
TXN001892	M0183	C00803	2024-05	2024-05-26 18:12:00	BGN	APPLE PAY	COMPLETED	1211.85	21.21	1190.64
TXN001893	M0119	C00482	2025-07	2025-07-12 11:41:00	EUR	QR CODE	COMPLETED	768.98	13.46	755.52
TXN001894	M0167	C00639	2025-03	2025-03-20 09:57:00	GBP	CARD	COMPLETED	1781.49	31.18	1750.31
TXN001895	M0052	C00960	2024-06	2024-06-03 10:35:00	BGN	GOOGLE PAY	COMPLETED	1137.69	19.91	1117.78
TXN001896	M0047	C00177	2025-05	2025-05-16 00:44:00	GBP	QR CODE	COMPLETED	449.78	7.87	441.91
TXN001897	M0197	C00155	2024-09	2024-09-05 20:25:00	GBP	APPLE PAY	COMPLETED	1252.42	21.92	1230.5
TXN001898	M0120	C00626	2025-04	2025-04-12 23:08:00	BGN	QR CODE	COMPLETED	975.12	17.06	958.06
TXN001899	M0189	C00022	2026-01	2026-01-13 01:43:00	EUR	CARD	COMPLETED	244.92	4.29	240.63
TXN001900	M0085	C00155	2024-08	2024-08-21 10:59:00	EUR	APPLE PAY	COMPLETED	2254.75	39.46	2215.29
TXN001902	M0181	C00923	2024-02	2024-02-19 09:19:00	EUR	CONTACTLESS	COMPLETED	255.99	4.48	251.51
TXN001903	M0107	C00566	2024-08	2024-08-20 17:58:00	BGN	GOOGLE PAY	COMPLETED	790.82	13.84	776.98
TXN001905	M0025	C00175	2024-11	2024-11-25 04:56:00	EUR	QR CODE	COMPLETED	953.92	16.69	937.23
TXN001906	M0177	C00459	2026-01	2026-01-29 11:59:00	EUR	GOOGLE PAY	COMPLETED	1103.74	19.32	1084.42
TXN001907	M0172	C00379	2024-12	2024-12-30 11:56:00	EUR	CONTACTLESS	COMPLETED	851.09	14.89	836.2
TXN001908	M0035	C00958	2025-06	2025-06-06 09:43:00	BGN	CONTACTLESS	COMPLETED	503.92	8.82	495.1
TXN001909	M0163	C00364	2024-07	2024-07-21 09:45:00	BGN	GOOGLE PAY	COMPLETED	1013.64	17.74	995.9
TXN001910	M0005	C00259	2025-03	2025-03-10 18:26:00	EUR	QR CODE	COMPLETED	2479.28	43.39	2435.89
TXN001911	M0072	C00665	2026-01	2026-01-09 00:31:00	EUR	APPLE PAY	COMPLETED	798.12	13.97	784.15
TXN001912	M0068	C00778	2025-03	2025-03-28 13:21:00	BGN	GOOGLE PAY	COMPLETED	52.94	0.93	52.01
TXN001915	M0178	C00875	2025-02	2025-02-09 22:24:00	GBP	GOOGLE PAY	COMPLETED	719.09	12.58	706.51
TXN001916	M0182	C00501	2025-05	2025-05-19 04:22:00	GBP	APPLE PAY	COMPLETED	1561.27	27.32	1533.95
TXN001917	M0022	C00936	2026-03	2026-03-09 14:58:00	GBP	QR CODE	COMPLETED	1457.53	25.51	1432.02
TXN001918	M0030	C00182	2023-08	2023-08-28 04:51:00	GBP	CARD	COMPLETED	1645.62	28.8	1616.82
TXN001919	M0040	C00741	2025-11	2025-11-04 07:49:00	EUR	APPLE PAY	COMPLETED	220.75	3.86	216.89
TXN001921	M0171	C00941	2023-06	2023-06-05 19:07:00	BGN	CARD	COMPLETED	73.0	1.28	71.73
TXN001922	M0048	C00239	2024-11	2024-11-11 22:05:00	EUR	CARD	COMPLETED	12.09	0.21	11.88
TXN001923	M0184	C00838	2023-09	2023-09-12 12:20:00	EUR	GOOGLE PAY	COMPLETED	1564.57	27.38	1537.19
TXN001924	M0155	C00886	2025-11	2025-11-07 05:30:00	EUR	GOOGLE PAY	COMPLETED	721.94	12.63	709.31
TXN001925	M0048	C00148	2025-06	2025-06-12 00:05:00	BGN	QR CODE	COMPLETED	225.84	3.95	221.88
TXN001926	M0049	C00869	2025-09	2025-09-10 03:44:00	GBP	CONTACTLESS	COMPLETED	1671.05	29.24	1641.81
TXN001927	M0042	C00519	2025-03	2025-03-25 20:53:00	BGN	APPLE PAY	COMPLETED	757.64	13.26	744.38
TXN001928	M0056	C00008	2024-12	2024-12-15 08:52:00	BGN	APPLE PAY	COMPLETED	441.53	7.73	433.8
TXN001929	M0073	C00751	2024-09	2024-09-03 02:03:00	EUR	QR CODE	COMPLETED	159.3	2.79	156.51
TXN001930	M0194	C00013	2025-04	2025-04-17 02:43:00	BGN	CARD	COMPLETED	977.44	17.1	960.33
TXN001932	M0116	C00782	2025-04	2025-04-21 23:51:00	GBP	APPLE PAY	COMPLETED	1051.16	18.39	1032.76
TXN001933	M0140	C00420	2024-09	2024-09-21 07:37:00	GBP	GOOGLE PAY	COMPLETED	372.97	6.53	366.45
TXN001934	M0084	C00146	2025-05	2025-05-28 14:55:00	BGN	GOOGLE PAY	COMPLETED	1149.39	20.11	1129.28
TXN001935	M0108	C00892	2026-02	2026-02-13 00:55:00	BGN	CONTACTLESS	COMPLETED	179.33	3.14	176.19
TXN001936	M0103	C00177	2024-10	2024-10-20 00:27:00	EUR	QR CODE	COMPLETED	1978.96	34.63	1944.33
TXN001937	M0048	C00346	2025-01	2025-01-15 03:01:00	EUR	CARD	COMPLETED	979.75	17.15	962.6
TXN001940	M0091	C00145	2025-01	2025-01-19 02:20:00	EUR	QR CODE	COMPLETED	1765.8	30.9	1734.9
TXN001941	M0127	C00163	2024-02	2024-02-09 13:31:00	GBP	APPLE PAY	COMPLETED	30.33	0.53	29.8
TXN001942	M0176	C00350	2025-08	2025-08-11 19:07:00	BGN	APPLE PAY	COMPLETED	766.33	13.41	752.92
TXN001943	M0177	C00019	2026-02	2026-02-22 04:23:00	GBP	APPLE PAY	COMPLETED	1236.9	21.64	1215.26
TXN001945	M0072	C00131	2025-01	2025-01-06 18:50:00	GBP	QR CODE	COMPLETED	714.38	12.5	701.88
TXN001947	M0099	C00474	2026-01	2026-01-17 04:39:00	BGN	APPLE PAY	COMPLETED	412.02	7.21	404.81
TXN001948	M0018	C00729	2025-11	2025-11-23 12:49:00	EUR	APPLE PAY	COMPLETED	484.97	8.49	476.48
TXN001949	M0200	C00365	2023-06	2023-06-21 15:15:00	BGN	GOOGLE PAY	COMPLETED	286.47	5.01	281.46
TXN001950	M0144	C00905	2024-04	2024-04-24 08:20:00	BGN	CONTACTLESS	COMPLETED	620.22	10.85	609.37
TXN001951	M0166	C00754	2023-12	2023-12-06 19:38:00	EUR	QR CODE	COMPLETED	303.11	5.3	297.81
TXN001952	M0130	C00874	2025-02	2025-02-18 07:50:00	EUR	APPLE PAY	COMPLETED	941.58	16.48	925.1
TXN001953	M0067	C00781	2024-08	2024-08-23 04:18:00	GBP	CARD	COMPLETED	57.32	1.0	56.31
TXN001954	M0095	C00609	2025-10	2025-10-12 04:28:00	GBP	APPLE PAY	COMPLETED	1350.38	23.63	1326.75
TXN001955	M0028	C00292	2024-10	2024-10-09 14:17:00	EUR	QR CODE	COMPLETED	496.46	8.69	487.77
TXN001956	M0033	C00489	2024-07	2024-07-18 00:07:00	GBP	CONTACTLESS	COMPLETED	113.84	2.0	111.85
TXN001957	M0081	C00662	2025-10	2025-10-21 23:24:00	GBP	GOOGLE PAY	COMPLETED	1187.18	20.78	1166.4
TXN001958	M0046	C00332	2024-01	2024-01-28 19:53:00	BGN	QR CODE	COMPLETED	972.46	17.02	955.44
TXN001959	M0011	C00950	2024-12	2024-12-08 23:45:00	EUR	CONTACTLESS	COMPLETED	1784.88	31.24	1753.64
TXN001960	M0039	C00773	2023-10	2023-10-19 16:10:00	GBP	APPLE PAY	COMPLETED	2017.87	35.31	1982.56
TXN001961	M0087	C00559	2023-08	2023-08-06 13:21:00	EUR	QR CODE	COMPLETED	1877.75	32.86	1844.89
TXN001963	M0041	C00572	2023-11	2023-11-28 08:14:00	EUR	CARD	COMPLETED	600.07	10.5	589.57
TXN001964	M0165	C00973	2024-07	2024-07-17 15:02:00	EUR	CONTACTLESS	COMPLETED	107.83	1.89	105.94
TXN001965	M0129	C00020	2025-03	2025-03-27 10:24:00	BGN	APPLE PAY	COMPLETED	966.62	16.91	949.71
TXN001966	M0127	C00042	2023-07	2023-07-27 21:45:00	EUR	QR CODE	COMPLETED	1743.57	30.51	1713.06
TXN001967	M0010	C00083	2024-05	2024-05-24 07:37:00	BGN	APPLE PAY	COMPLETED	628.86	11.0	617.86
