event_id,merchant_id,event_type,event_date,feature_name,session_duration_sec,platform
EVT000752,M0131,feature_used,2024-09-26 00:00:00,Online Store,,iOS
EVT000753,M0173,terminal_activated,2024-01-06 00:00:00,,,Web
EVT000754,M0001,payout_requested,2023-07-07 00:00:00,,,Android
EVT000755,M0200,app_login,2025-04-26 00:00:00,,860,Web
EVT000756,M0052,feature_used,2023-08-06 00:00:00,Invoicing,,Web
EVT000757,M0073,support_ticket,2025-10-21 00:00:00,,,Web
EVT000758,M0090,app_login,2026-01-06 00:00:00,,596,iOS
EVT000759,M0156,payout_requested,2025-07-03 00:00:00,,,Android
EVT000760,M0148,terminal_activated,2024-04-06 00:00:00,,,Android
EVT000761,M0130,first_transaction,2024-08-12 00:00:00,,,Web
EVT000762,M0076,app_login,2024-12-25 00:00:00,,1674,Web
EVT000763,M0066,dashboard_viewed,2025-08-14 00:00:00,,542,Web
EVT000764,M0114,payout_requested,2025-08-16 00:00:00,,,Android
EVT000765,M0198,app_login,2025-09-06 00:00:00,,1618,Android
EVT000766,M0175,feature_used,2025-06-05 00:00:00,Invoicing,,Android
EVT000767,M0030,app_login,2024-07-28 00:00:00,,1327,iOS
EVT000768,M0174,support_ticket,2025-04-13 00:00:00,,,Android
EVT000769,M0091,feature_used,2024-10-04 00:00:00,,,Android
EVT000770,M0064,app_login,2025-09-28 00:00:00,,1409,Web
EVT000771,M0088,terminal_activated,2025-02-19 00:00:00,,,Android
EVT000772,M0081,app_login,2026-01-06 00:00:00,,1204,Android
EVT000773,M0047,payout_requested,2026-01-11 00:00:00,,,iOS
EVT000774,M0128,support_ticket,2024-06-23 00:00:00,,,Web
EVT000775,M0062,dashboard_viewed,2024-01-22 00:00:00,,499,iOS
EVT000776,M0064,dashboard_viewed,2025-08-15 00:00:00,,349,iOS
EVT000777,M0031,payout_requested,2025-07-22 00:00:00,,,Web
EVT000778,M0002,plan_upgraded,2025-09-29 00:00:00,,,iOS
EVT000779,M0124,app_login,2024-07-19 00:00:00,,1038,Web
EVT000780,M0071,feature_used,2025-05-12 00:00:00,Online Store,,Android
EVT000781,M0102,app_login,2024-08-17 00:00:00,,140,Web
EVT000782,M0109,feature_used,2026-01-06 00:00:00,Invoicing,,Web
EVT000783,M0089,app_login,2024-11-28 00:00:00,,966,iOS
EVT000784,M0179,feature_used,2025-04-22 00:00:00,,,iOS
EVT000785,M0004,support_ticket,2025-03-23 00:00:00,,,Web
EVT000786,M0026,app_login,2025-05-26 00:00:00,,413,Web
EVT000787,M0068,app_login,2025-04-17 00:00:00,,1285,Android
EVT000788,M0094,first_transaction,2025-07-02 00:00:00,,,iOS
EVT000789,M0108,support_ticket,2024-05-28 00:00:00,,,Android
EVT000790,M0103,app_login,2024-04-07 00:00:00,,1200,iOS
EVT000791,M0148,support_ticket,2026-01-20 00:00:00,,,iOS
EVT000792,M0185,app_login,2024-02-07 00:00:00,,1167,Android
EVT000793,M0098,first_transaction,2024-10-10 00:00:00,,,Android
EVT000794,M0003,first_transaction,2025-01-03 00:00:00,,,iOS
EVT000795,M0162,feature_used,2025-01-31 00:00:00,Inventory,,Android
EVT000796,M0065,feature_used,2025-02-18 00:00:00,Invoicing,,Android
EVT000797,M0026,support_ticket,2024-11-03 00:00:00,,,iOS
EVT000798,M0066,feature_used,2025-10-09 00:00:00,Invoicing,,Android
EVT000799,M0191,app_login,2025-10-02 00:00:00,,767,Web
EVT000800,M0143,payout_requested,2024-06-15 00:00:00,,,Android
EVT000801,M0006,app_login,2024-04-20 00:00:00,,1421,Web
EVT000802,M0051,feature_used,2025-04-22 00:00:00,,,Web
EVT000803,M0045,payout_requested,2024-09-18 00:00:00,,,Android
EVT000804,M0084,support_ticket,2025-08-03 00:00:00,,,Web
EVT000805,M0115,dashboard_viewed,2024-12-27 00:00:00,,1286,Android
EVT000806,M0119,feature_used,2023-09-08 00:00:00,Analytics,,Web
EVT000807,M0087,app_login,2025-04-17 00:00:00,,1768,iOS
EVT000808,M0021,first_transaction,2024-10-19 00:00:00,,,Android
EVT000809,M0082,support_ticket,2024-09-13 00:00:00,,,Web
EVT000810,M0166,app_login,2025-11-19 00:00:00,,941,Android
EVT000811,M0192,feature_used,2026-03-13 00:00:00,Inventory,,Android
EVT000812,M0043,first_transaction,2023-09-17 00:00:00,,,iOS
EVT000813,M0187,app_login,2024-12-13 00:00:00,,1553,Web
EVT000814,M0192,terminal_activated,2025-01-28 00:00:00,,,Android
EVT000815,M0027,terminal_activated,2025-02-27 00:00:00,,,Web
EVT000816,M0014,terminal_activated,2025-05-20 00:00:00,,,Web
EVT000817,M0196,payout_requested,2024-09-21 00:00:00,,,Android
EVT000818,M0159,first_transaction,2024-12-27 00:00:00,,,Android
EVT000819,M0080,app_login,2025-03-13 00:00:00,,937,Web
EVT000820,M0033,first_transaction,2024-01-30 00:00:00,,,iOS
EVT000821,M0009,support_ticket,2025-05-26 00:00:00,,,Android
EVT000822,M0120,payout_requested,2025-07-28 00:00:00,,,Android
EVT000823,M0141,app_login,2024-04-06 00:00:00,,1240,Web
EVT000824,M0117,feature_used,2025-04-16 00:00:00,Online Store,,Android
EVT000825,M0135,feature_used,2025-04-27 00:00:00,Team Management,,Android
EVT000826,M0124,feature_used,2025-12-03 00:00:00,Invoicing,,Android
EVT000827,M0079,app_login,2024-12-07 00:00:00,,348,Android
EVT000828,M0003,terminal_activated,2023-12-28 00:00:00,,,Android
EVT000829,M0074,feature_used,2024-11-07 00:00:00,,,Android
EVT000830,M0194,feature_used,2024-02-15 00:00:00,Inventory,,Android
EVT000831,M0153,app_login,2023-10-19 00:00:00,,1152,Android
EVT000832,M0049,app_login,2025-03-05 00:00:00,,925,Android
EVT000833,M0064,first_transaction,2025-09-19 00:00:00,,,Android
EVT000834,M0057,app_login,2025-06-16 00:00:00,,1310,iOS
EVT000835,M0133,plan_upgraded,2025-12-28 00:00:00,,,Web
EVT000836,M0178,support_ticket,2025-02-18 00:00:00,,,Web
EVT000837,M0191,feature_used,2025-06-30 00:00:00,Inventory,,iOS
EVT000838,M0018,first_transaction,2025-06-14 00:00:00,,,iOS
EVT000839,M0164,feature_used,2025-05-15 00:00:00,Team Management,,Web
EVT000840,M0160,feature_used,2023-12-11 00:00:00,Invoicing,,iOS
EVT000841,M0013,payout_requested,2023-06-06 00:00:00,,,iOS
EVT000842,M0027,app_login,2024-03-08 00:00:00,,1494,Android
EVT000843,M0187,terminal_activated,2024-07-01 00:00:00,,,iOS
EVT000844,M0004,feature_used,2025-03-04 00:00:00,Inventory,,Android
EVT000845,M0128,payout_requested,2025-10-05 00:00:00,,,Web
EVT000846,M0009,app_login,2024-11-23 00:00:00,,144,Android
EVT000847,M0199,app_login,2025-09-30 00:00:00,,992,iOS
EVT000848,M0050,dashboard_viewed,2024-11-25 00:00:00,,1703,Android
EVT000849,M0004,first_transaction,2025-01-15 00:00:00,,,Android
EVT000850,M0198,payout_requested,2025-06-04 00:00:00,,,Web
EVT000851,M0009,first_transaction,2024-10-01 00:00:00,,,Web
EVT000852,M0171,payout_requested,2024-07-14 00:00:00,,,Android
EVT000853,M0175,payout_requested,2024-09-08 00:00:00,,,iOS
EVT000854,M0162,support_ticket,2025-09-27 00:00:00,,,Web
EVT000855,M0032,app_login,2024-10-10 00:00:00,,436,Android
EVT000856,M0014,dashboard_viewed,2025-02-17 00:00:00,,261,iOS
EVT000857,M0163,app_login,2023-09-14 00:00:00,,372,Android
EVT000858,M0150,first_transaction,2025-12-10 00:00:00,,,iOS
EVT000859,M0003,payout_requested,2025-03-28 00:00:00,,,Web
EVT000860,M0122,support_ticket,2025-01-15 00:00:00,,,Android
EVT000861,M0198,terminal_activated,2025-03-04 00:00:00,,,Android
EVT000862,M0024,support_ticket,2025-04-16 00:00:00,,,Web
EVT000863,M0016,terminal_activated,2025-04-21 00:00:00,,,iOS
EVT000864,M0180,feature_used,2024-11-14 00:00:00,Analytics,,Android
EVT000865,M0060,app_login,2026-01-04 00:00:00,,1644,Web
EVT000866,M0194,app_login,2025-04-30 00:00:00,,1531,iOS
EVT000867,M0006,support_ticket,2024-04-27 00:00:00,,,Web
EVT000868,M0035,app_login,2023-10-01 00:00:00,,1023,Web
EVT000869,M0113,feature_used,2026-02-19 00:00:00,Analytics,,Web
EVT000870,M0048,feature_used,2025-03-13 00:00:00,,,Android
EVT000871,M0071,dashboard_viewed,2024-11-24 00:00:00,,1792,Web
EVT000872,M0042,terminal_activated,2024-08-13 00:00:00,,,Android
EVT000873,M0076,dashboard_viewed,2025-07-31 00:00:00,,781,Android
EVT000874,M0001,plan_upgraded,2025-11-12 00:00:00,,,Android
EVT000875,M0188,first_transaction,2024-08-13 00:00:00,,,Web
EVT000876,M0094,plan_upgraded,2024-06-18 00:00:00,,,Android
EVT000877,M0185,terminal_activated,2024-12-13 00:00:00,,,Android
EVT000878,M0049,feature_used,2024-12-30 00:00:00,Online Store,,iOS
EVT000879,M0157,app_login,2025-07-29 00:00:00,,1342,Android
EVT000880,M0029,terminal_activated,2025-09-20 00:00:00,,,iOS
EVT000881,M0012,dashboard_viewed,2025-01-26 00:00:00,,395,iOS
EVT000882,M0052,first_transaction,2024-04-14 00:00:00,,,iOS
EVT000883,M0009,feature_used,2025-07-29 00:00:00,,,Android
EVT000884,M0135,feature_used,2025-06-24 00:00:00,Team Management,,iOS
EVT000885,M0094,app_login,2023-07-10 00:00:00,,56,iOS
EVT000886,M0168,feature_used,2024-01-08 00:00:00,Inventory,,Web
EVT000887,M0016,app_login,2025-07-31 00:00:00,,881,Android
EVT000888,M0182,terminal_activated,2025-10-17 00:00:00,,,Android
EVT000889,M0136,terminal_activated,2024-12-14 00:00:00,,,Android
EVT000890,M0020,payout_requested,2025-07-28 00:00:00,,,iOS
EVT000891,M0026,support_ticket,2026-03-01 00:00:00,,,Android
EVT000892,M0049,first_transaction,2025-06-11 00:00:00,,,iOS
EVT000893,M0146,feature_used,2024-11-08 00:00:00,Online Store,,Web
EVT000894,M0143,app_login,2024-01-12 00:00:00,,1599,Web
EVT000895,M0148,app_login,2025-01-21 00:00:00,,1468,Web
EVT000896,M0110,dashboard_viewed,2024-04-07 00:00:00,,1652,iOS
EVT000897,M0141,app_login,2025-03-01 00:00:00,,1376,iOS
EVT000898,M0137,payout_requested,2024-10-06 00:00:00,,,Android
EVT000899,M0081,feature_used,2024-06-02 00:00:00,Team Management,,Android
EVT000900,M0196,feature_used,2025-09-25 00:00:00,,,Android
EVT000901,M0156,app_login,2025-10-04 00:00:00,,468,Android
EVT000902,M0197,feature_used,2024-11-23 00:00:00,Team Management,,Android
EVT000903,M0115,payout_requested,2023-12-03 00:00:00,,,Web
EVT000904,M0009,payout_requested,2024-07-13 00:00:00,,,Web
EVT000905,M0035,payout_requested,2024-06-26 00:00:00,,,iOS
EVT000906,M0077,payout_requested,2024-07-03 00:00:00,,,Android
EVT000907,M0006,plan_upgraded,2025-04-02 00:00:00,,,Android
EVT000908,M0142,feature_used,2025-10-27 00:00:00,Online Store,,iOS
EVT000909,M0025,terminal_activated,2025-04-16 00:00:00,,,iOS
EVT000910,M0036,app_login,2025-09-19 00:00:00,,541,iOS
EVT000911,M0066,dashboard_viewed,2024-04-07 00:00:00,,1198,Android
EVT000912,M0146,dashboard_viewed,2024-07-27 00:00:00,,1511,Android
EVT000913,M0124,first_transaction,2025-12-24 00:00:00,,,Web
EVT000914,M0180,feature_used,2024-11-02 00:00:00,Online Store,,Web
EVT000915,M0077,terminal_activated,2025-07-09 00:00:00,,,Android
EVT000916,M0021,plan_upgraded,2025-02-05 00:00:00,,,Android
EVT000917,M0112,app_login,2025-06-21 00:00:00,,276,iOS
EVT000918,M0192,support_ticket,2025-09-08 00:00:00,,,iOS
EVT000919,M0163,plan_upgraded,2024-09-24 00:00:00,,,iOS
EVT000920,M0079,feature_used,2025-02-05 00:00:00,Online Store,,Web
EVT000921,M0039,app_login,2025-06-19 00:00:00,,482,iOS
EVT000922,M0013,support_ticket,2024-06-20 00:00:00,,,Android
EVT000923,M0193,feature_used,2025-12-08 00:00:00,Invoicing,,iOS
EVT000924,M0111,app_login,2024-12-30 00:00:00,,333,iOS
EVT000925,M0087,terminal_activated,2023-04-20 00:00:00,,,Web
EVT000926,M0103,app_login,2024-11-17 00:00:00,,1057,Android
EVT000927,M0199,support_ticket,2024-08-08 00:00:00,,,Android
EVT000928,M0144,first_transaction,2025-01-06 00:00:00,,,Web
EVT000929,M0147,first_transaction,2025-05-28 00:00:00,,,iOS
EVT000930,M0019,app_login,2025-09-23 00:00:00,,692,Web
EVT000931,M0148,terminal_activated,2025-08-27 00:00:00,,,Android
EVT000932,M0109,app_login,2025-01-13 00:00:00,,686,Android
EVT000933,M0153,support_ticket,2025-12-08 00:00:00,,,Android
EVT000934,M0044,payout_requested,2025-04-28 00:00:00,,,Android
EVT000935,M0160,first_transaction,2023-03-03 00:00:00,,,iOS
EVT000936,M0052,support_ticket,2024-02-01 00:00:00,,,Web
EVT000937,M0022,first_transaction,2024-12-29 00:00:00,,,iOS
EVT000938,M0159,payout_requested,2025-06-14 00:00:00,,,Android
EVT000939,M0004,app_login,2024-11-05 00:00:00,,654,Android
EVT000940,M0121,terminal_activated,2024-05-16 00:00:00,,,Web
EVT000941,M0138,app_login,2025-04-26 00:00:00,,1101,Android
EVT000942,M0141,feature_used,2024-01-24 00:00:00,,,Web
EVT000943,M0172,terminal_activated,2025-02-15 00:00:00,,,Web
EVT000944,M0135,terminal_activated,2024-04-20 00:00:00,,,iOS
EVT000945,M0073,app_login,2026-03-11 00:00:00,,1295,Android
EVT000946,M0014,feature_used,2024-11-02 00:00:00,Invoicing,,Android
EVT000947,M0170,app_login,2026-01-07 00:00:00,,1381,Android
EVT000948,M0028,terminal_activated,2025-05-21 00:00:00,,,iOS
EVT000949,M0098,feature_used,2024-08-19 00:00:00,Team Management,,Android
EVT000950,M0153,feature_used,2024-04-19 00:00:00,Analytics,,Web
EVT000951,M0118,feature_used,2025-08-17 00:00:00,Invoicing,,iOS
EVT000952,M0064,payout_requested,2025-06-24 00:00:00,,,Android
EVT000953,M0126,app_login,2025-01-10 00:00:00,,67,Android
EVT000954,M0176,app_login,2025-02-07 00:00:00,,649,iOS
EVT000955,M0129,app_login,2024-11-06 00:00:00,,1311,Android
EVT000956,M0100,dashboard_viewed,2025-11-14 00:00:00,,90,Web
EVT000957,M0072,app_login,2025-01-02 00:00:00,,834,Web
EVT000958,M0036,terminal_activated,2025-02-26 00:00:00,,,Web
EVT000959,M0174,feature_used,2026-02-24 00:00:00,,,iOS
EVT000960,M0107,app_login,2024-10-28 00:00:00,,903,Android
EVT000961,M0155,app_login,2025-05-15 00:00:00,,299,iOS
EVT000962,M0168,first_transaction,2025-04-25 00:00:00,,,Web
EVT000963,M0052,dashboard_viewed,2024-12-10 00:00:00,,1440,Web
EVT000964,M0135,dashboard_viewed,2025-01-11 00:00:00,,1607,iOS
EVT000965,M0168,payout_requested,2024-03-28 00:00:00,,,Android
EVT000966,M0018,feature_used,2024-12-21 00:00:00,Analytics,,Android
EVT000967,M0038,support_ticket,2025-09-18 00:00:00,,,Android
EVT000968,M0106,payout_requested,2025-01-15 00:00:00,,,Android
EVT000969,M0191,payout_requested,2025-07-05 00:00:00,,,iOS
EVT000970,M0200,first_transaction,2023-11-03 00:00:00,,,iOS
EVT000971,M0007,plan_upgraded,2025-06-05 00:00:00,,,Web
EVT000972,M0146,feature_used,2026-01-09 00:00:00,Analytics,,iOS
EVT000973,M0176,terminal_activated,2023-07-29 00:00:00,,,Web
EVT000974,M0200,feature_used,2025-12-01 00:00:00,Online Store,,Android
EVT000975,M0183,feature_used,2024-05-16 00:00:00,Inventory,,Android
EVT000976,M0122,first_transaction,2025-02-03 00:00:00,,,iOS
EVT000977,M0009,app_login,2024-07-12 00:00:00,,582,Android
EVT000978,M0057,support_ticket,2025-02-23 00:00:00,,,iOS
EVT000979,M0017,first_transaction,2024-10-17 00:00:00,,,Web
EVT000980,M0126,support_ticket,2025-11-14 00:00:00,,,iOS
EVT000981,M0110,app_login,2023-07-26 00:00:00,,1275,Web
EVT000982,M0098,support_ticket,2025-06-17 00:00:00,,,Web
EVT000983,M0191,feature_used,2024-11-06 00:00:00,Online Store,,iOS
EVT000984,M0116,feature_used,2024-05-22 00:00:00,Analytics,,Web
EVT000985,M0138,app_login,2025-11-05 00:00:00,,110,Web
EVT000986,M0100,feature_used,2025-08-11 00:00:00,Invoicing,,iOS
EVT000987,M0075,app_login,2024-10-03 00:00:00,,1614,Android
EVT000988,M0119,first_transaction,2024-02-08 00:00:00,,,Web
EVT000989,M0014,support_ticket,2025-01-09 00:00:00,,,Android
EVT000990,M0166,feature_used,2025-06-03 00:00:00,Online Store,,iOS
EVT000991,M0047,plan_upgraded,2026-01-24 00:00:00,,,Web
EVT000992,M0035,app_login,2024-07-18 00:00:00,,953,iOS
EVT000993,M0046,feature_used,2025-02-14 00:00:00,Analytics,,Android
EVT000994,M0024,app_login,2026-02-28 00:00:00,,1487,iOS
EVT000995,M0184,support_ticket,2023-07-28 00:00:00,,,iOS
EVT000996,M0181,app_login,2024-07-23 00:00:00,,204,Web
EVT000997,M0182,app_login,2026-01-15 00:00:00,,1077,Web
EVT000998,M0041,app_login,2025-04-05 00:00:00,,119,iOS
EVT000999,M0086,feature_used,2024-02-17 00:00:00,Analytics,,iOS
EVT001000,M0046,plan_upgraded,2023-04-09 00:00:00,,,Android
EVT001001,M0079,app_login,2025-06-15 00:00:00,,621,Web
EVT001002,M0047,first_transaction,2024-06-25 00:00:00,,,iOS
EVT001003,M0001,feature_used,2024-06-12 00:00:00,Invoicing,,Android
EVT001004,M0128,dashboard_viewed,2023-03-12 00:00:00,,1275,Android
EVT001005,M0061,app_login,2025-11-24 00:00:00,,959,Android
EVT001006,M0114,terminal_activated,2025-09-04 00:00:00,,,iOS
EVT001007,M0063,dashboard_viewed,2024-11-19 00:00:00,,1299,Web
EVT001008,M0143,dashboard_viewed,2024-04-25 00:00:00,,130,iOS
EVT001009,M0038,terminal_activated,2024-07-19 00:00:00,,,iOS
EVT001010,M0038,dashboard_viewed,2025-06-10 00:00:00,,1213,Web
EVT001011,M0077,app_login,2024-02-24 00:00:00,,130,iOS
EVT001012,M0107,payout_requested,2024-11-06 00:00:00,,,Web
EVT001013,M0073,feature_used,2026-03-06 00:00:00,,,Web
EVT001014,M0147,plan_upgraded,2025-03-18 00:00:00,,,Android
EVT001015,M0192,feature_used,2026-02-23 00:00:00,Invoicing,,iOS
EVT001016,M0197,app_login,2025-03-20 00:00:00,,806,iOS
EVT001017,M0195,app_login,2025-04-23 00:00:00,,162,Android
EVT001018,M0121,first_transaction,2024-09-27 00:00:00,,,Android
EVT001019,M0135,app_login,2024-05-30 00:00:00,,1455,iOS
EVT001020,M0157,terminal_activated,2026-01-11 00:00:00,,,Web
EVT001021,M0162,feature_used,2024-06-11 00:00:00,Inventory,,Web
EVT001022,M0177,feature_used,2026-01-08 00:00:00,,,Android
EVT001023,M0110,feature_used,2025-02-08 00:00:00,Team Management,,Web
EVT001024,M0148,payout_requested,2024-10-06 00:00:00,,,iOS
EVT001025,M0158,feature_used,2025-09-24 00:00:00,,,Web
EVT001026,M0128,feature_used,2024-03-03 00:00:00,Online Store,,iOS
EVT001027,M0182,app_login,2025-03-15 00:00:00,,33,iOS
EVT001028,M0007,feature_used,2025-01-03 00:00:00,,,iOS
EVT001029,M0158,payout_requested,2025-06-07 00:00:00,,,iOS
EVT001030,M0086,app_login,2024-06-23 00:00:00,,53,Web
EVT001031,M0052,support_ticket,2024-08-21 00:00:00,,,iOS
EVT001032,M0079,app_login,2025-09-30 00:00:00,,693,iOS
EVT001033,M0030,support_ticket,2024-06-16 00:00:00,,,Android
EVT001034,M0186,feature_used,2024-01-09 00:00:00,Analytics,,iOS
EVT001035,M0085,dashboard_viewed,2025-09-28 00:00:00,,1001,iOS
EVT001036,M0166,first_transaction,2023-11-01 00:00:00,,,Web
EVT001037,M0118,dashboard_viewed,2025-02-18 00:00:00,,716,Android
EVT001038,M0106,payout_requested,2023-08-27 00:00:00,,,Web
EVT001039,M0077,feature_used,2024-10-15 00:00:00,Online Store,,Web
EVT001040,M0005,app_login,2025-06-02 00:00:00,,709,Android
EVT001041,M0017,payout_requested,2024-05-08 00:00:00,,,iOS
EVT001042,M0087,payout_requested,2026-01-08 00:00:00,,,iOS
EVT001043,M0147,feature_used,2025-03-28 00:00:00,Online Store,,iOS
EVT001044,M0193,app_login,2024-11-14 00:00:00,,1483,iOS
EVT001045,M0070,app_login,2025-05-15 00:00:00,,516,Android
EVT001046,M0116,dashboard_viewed,2025-02-12 00:00:00,,472,Web
EVT001047,M0078,first_transaction,2025-03-13 00:00:00,,,iOS
EVT001048,M0200,app_login,2023-08-15 00:00:00,,938,Web
EVT001049,M0007,plan_upgraded,2026-01-30 00:00:00,,,iOS
EVT001050,M0049,app_login,2024-12-16 00:00:00,,1530,Web
EVT001051,M0080,plan_upgraded,2024-10-20 00:00:00,,,iOS
EVT001052,M0133,support_ticket,2023-10-24 00:00:00,,,iOS
EVT001053,M0186,terminal_activated,2025-01-10 00:00:00,,,Web
EVT001054,M0134,first_transaction,2025-04-29 00:00:00,,,iOS
EVT001055,M0176,dashboard_viewed,2025-10-17 00:00:00,,208,Android
EVT001056,M0120,dashboard_viewed,2024-12-16 00:00:00,,1096,Web
EVT001057,M0191,app_login,2025-08-13 00:00:00,,1338,iOS
EVT001058,M0083,app_login,2024-03-15 00:00:00,,596,Web
EVT001059,M0082,plan_upgraded,2023-11-11 00:00:00,,,Android
EVT001060,M0039,first_transaction,2023-10-31 00:00:00,,,iOS
EVT001061,M0160,feature_used,2023-05-01 00:00:00,Analytics,,Web
EVT001062,M0090,feature_used,2024-06-27 00:00:00,Analytics,,Web
EVT001063,M0073,feature_used,2024-09-19 00:00:00,Invoicing,,Android
EVT001064,M0157,dashboard_viewed,2025-12-10 00:00:00,,938,iOS
EVT001065,M0034,terminal_activated,2025-11-02 00:00:00,,,iOS
EVT001066,M0028,app_login,2023-09-14 00:00:00,,903,Android
EVT001067,M0046,support_ticket,2024-10-14 00:00:00,,,Web
EVT001068,M0177,support_ticket,2025-10-12 00:00:00,,,Android
EVT001069,M0080,app_login,2024-12-15 00:00:00,,1490,Web
EVT001070,M0137,terminal_activated,2025-08-22 00:00:00,,,Android
EVT001071,M0146,first_transaction,2025-08-31 00:00:00,,,iOS
EVT001072,M0117,app_login,2025-04-24 00:00:00,,1484,Android
EVT001073,M0121,app_login,2024-06-15 00:00:00,,324,Web
EVT001074,M0067,dashboard_viewed,2025-02-09 00:00:00,,405,Web
EVT001075,M0171,app_login,2025-08-15 00:00:00,,695,Android
EVT001076,M0125,terminal_activated,2025-10-06 00:00:00,,,iOS
EVT001077,M0090,feature_used,2026-02-06 00:00:00,Analytics,,Android
EVT001078,M0197,app_login,2025-10-17 00:00:00,,290,Web
EVT001079,M0027,app_login,2025-11-01 00:00:00,,1661,iOS
EVT001080,M0084,feature_used,2024-06-02 00:00:00,Team Management,,Web
EVT001081,M0119,app_login,2024-06-09 00:00:00,,518,Web
EVT001082,M0063,feature_used,2025-06-16 00:00:00,Inventory,,iOS
EVT001083,M0088,app_login,2025-11-10 00:00:00,,1240,Android
EVT001084,M0112,feature_used,2023-12-31 00:00:00,Online Store,,Web
EVT001085,M0061,first_transaction,2024-10-12 00:00:00,,,Web
EVT001086,M0183,feature_used,2025-03-22 00:00:00,Invoicing,,Web
EVT001087,M0153,feature_used,2025-05-02 00:00:00,Invoicing,,Android
EVT001088,M0046,app_login,2024-04-06 00:00:00,,172,Web
EVT001089,M0028,support_ticket,2025-05-06 00:00:00,,,Android
EVT001090,M0127,feature_used,2023-07-23 00:00:00,Invoicing,,iOS
EVT001091,M0036,dashboard_viewed,2025-11-13 00:00:00,,1688,iOS
EVT001092,M0194,first_transaction,2024-07-07 00:00:00,,,Android
EVT001093,M0137,app_login,2025-04-01 00:00:00,,1213,Android
EVT001094,M0051,app_login,2025-12-11 00:00:00,,678,Android
EVT001095,M0146,plan_upgraded,2025-03-16 00:00:00,,,Android
EVT001096,M0184,payout_requested,2024-04-12 00:00:00,,,iOS
EVT001097,M0150,terminal_activated,2025-02-27 00:00:00,,,Android
EVT001098,M0033,dashboard_viewed,2023-10-11 00:00:00,,786,Web
EVT001099,M0014,terminal_activated,2025-08-11 00:00:00,,,Android
EVT001100,M0029,dashboard_viewed,2026-01-04 00:00:00,,93,iOS
EVT001101,M0111,support_ticket,2024-12-30 00:00:00,,,Web
EVT001102,M0082,support_ticket,2025-06-24 00:00:00,,,Android
EVT001103,M0112,feature_used,2024-11-23 00:00:00,Analytics,,Android
EVT001104,M0036,first_transaction,2025-02-28 00:00:00,,,Android
EVT001105,M0107,first_transaction,2024-09-30 00:00:00,,,iOS
EVT001106,M0003,terminal_activated,2023-08-27 00:00:00,,,iOS
EVT001107,M0185,dashboard_viewed,2025-04-14 00:00:00,,924,iOS
EVT001108,M0022,first_transaction,2026-01-18 00:00:00,,,Android
EVT001109,M0117,dashboard_viewed,2025-06-16 00:00:00,,1267,Android
EVT001110,M0160,first_transaction,2024-06-21 00:00:00,,,Android
EVT001111,M0142,dashboard_viewed,2025-04-19 00:00:00,,757,iOS
EVT001112,M0048,app_login,2024-10-02 00:00:00,,1213,Android
EVT001113,M0188,app_login,2025-04-17 00:00:00,,581,Android
EVT001114,M0140,feature_used,2024-03-01 00:00:00,Invoicing,,Web
EVT001115,M0124,support_ticket,2023-12-25 00:00:00,,,Web
EVT001116,M0124,payout_requested,2023-11-21 00:00:00,,,iOS
EVT001117,M0187,support_ticket,2025-01-11 00:00:00,,,Android
EVT001118,M0133,terminal_activated,2025-12-08 00:00:00,,,Web
EVT001119,M0023,app_login,2023-08-30 00:00:00,,1430,Web
EVT001120,M0139,plan_upgraded,2024-01-23 00:00:00,,,Web
EVT001121,M0014,dashboard_viewed,2025-07-29 00:00:00,,1624,iOS
EVT001122,M0121,feature_used,2025-10-30 00:00:00,Online Store,,Web
EVT001123,M0085,app_login,2025-03-23 00:00:00,,622,iOS
EVT001124,M0010,support_ticket,2025-07-09 00:00:00,,,Web
EVT001125,M0078,support_ticket,2025-09-23 00:00:00,,,Android
EVT001126,M0016,feature_used,2025-02-12 00:00:00,Analytics,,Web
EVT001127,M0014,support_ticket,2025-03-27 00:00:00,,,Web
EVT001128,M0160,terminal_activated,2024-05-27 00:00:00,,,iOS
EVT001129,M0033,feature_used,2024-05-19 00:00:00,Team Management,,iOS
EVT001130,M0158,app_login,2024-12-29 00:00:00,,59,Web
EVT001131,M0029,feature_used,2026-01-26 00:00:00,Online Store,,Web
EVT001132,M0039,support_ticket,2024-07-18 00:00:00,,,iOS
EVT001133,M0067,plan_upgraded,2024-09-02 00:00:00,,,Android
EVT001134,M0047,plan_upgraded,2024-03-16 00:00:00,,,Android
EVT001135,M0022,payout_requested,2025-10-02 00:00:00,,,iOS
EVT001136,M0127,plan_upgraded,2024-07-17 00:00:00,,,Android
EVT001137,M0061,support_ticket,2025-01-12 00:00:00,,,iOS
EVT001138,M0148,support_ticket,2024-09-27 00:00:00,,,iOS
EVT001139,M0165,app_login,2023-11-16 00:00:00,,137,iOS
EVT001140,M0119,app_login,2024-02-15 00:00:00,,1005,Web
EVT001141,M0193,payout_requested,2024-06-01 00:00:00,,,Android
EVT001142,M0175,support_ticket,2025-02-10 00:00:00,,,Android
EVT001143,M0038,feature_used,2024-10-15 00:00:00,Invoicing,,Android
EVT001144,M0115,app_login,2024-10-21 00:00:00,,1115,Web
EVT001145,M0011,terminal_activated,2025-07-20 00:00:00,,,Web
EVT001146,M0091,payout_requested,2025-12-11 00:00:00,,,Web
