merchant_id,month,total_transactions,completed_transactions,failed_transactions,chargeback_count,total_revenue,conversion_rate_pct
M0032,2025-04,2,1,0,1,1483.27,50.0
M0032,2025-06,2,2,0,0,2080.82,100.0
M0032,2025-07,1,1,0,0,2128.39,100.0
M0032,2025-08,4,4,0,0,2920.54,100.0
M0032,2025-09,1,0,0,1,0.0,0.0
M0032,2025-10,1,1,0,0,685.35,100.0
M0032,2025-11,1,1,0,0,1018.46,100.0
M0032,2025-12,1,1,0,0,217.17,100.0
M0032,2026-01,1,1,0,0,1846.33,100.0
M0032,2026-02,1,1,0,0,2138.3,100.0
M0033,2023-08,1,1,0,0,225.35,100.0
M0033,2023-09,5,4,0,0,3665.48,80.0
M0033,2023-10,1,1,0,0,2148.27,100.0
M0033,2023-11,3,2,1,0,1277.03,66.67
M0033,2023-12,1,1,0,0,66.05,100.0
M0033,2024-03,3,1,1,0,1230.82,33.33
M0033,2024-04,3,3,0,0,1399.07,100.0
M0033,2024-05,1,1,0,0,1360.28,100.0
M0033,2024-07,2,2,0,0,1237.69,100.0
M0033,2024-08,1,1,0,0,379.82,100.0
M0033,2024-09,3,3,0,0,643.7,100.0
M0033,2024-10,3,3,0,0,3515.28,100.0
M0033,2024-11,2,2,0,0,2453.07,100.0
M0033,2025-01,2,1,0,1,1202.33,50.0
M0033,2025-02,1,0,0,0,0.0,0.0
M0033,2025-05,2,2,0,0,2886.15,100.0
M0033,2025-06,2,2,0,0,2589.63,100.0
M0033,2025-07,2,1,1,0,2158.72,50.0
M0033,2025-08,3,1,0,0,558.42,33.33
M0033,2025-09,1,1,0,0,1985.97,100.0
M0034,2024-01,2,2,0,0,2451.09,100.0
M0034,2024-02,1,0,0,0,0.0,0.0
M0034,2024-05,1,1,0,0,915.96,100.0
M0034,2024-06,1,1,0,0,281.89,100.0
M0034,2024-07,1,1,0,0,1481.5,100.0
M0034,2024-08,1,1,0,0,78.26,100.0
M0034,2024-09,2,0,1,1,0.0,0.0
M0034,2024-10,2,2,0,0,3315.53,100.0
M0034,2024-11,1,1,0,0,899.11,100.0
M0034,2024-12,1,1,0,0,804.16,100.0
M0034,2025-03,2,2,0,0,3006.13,100.0
M0034,2025-06,4,4,0,0,5695.53,100.0
M0034,2025-07,1,1,0,0,2107.46,100.0
M0034,2025-09,1,0,0,1,0.0,0.0
M0034,2025-10,1,1,0,0,413.66,100.0
M0034,2025-11,1,1,0,0,923.69,100.0
M0034,2026-03,1,1,0,0,602.24,100.0
M0035,2023-09,1,1,0,0,834.21,100.0
M0035,2023-10,1,1,0,0,2240.91,100.0
M0035,2023-11,1,1,0,0,2317.86,100.0
M0035,2024-03,1,0,1,0,0.0,0.0
M0035,2024-06,2,2,0,0,3053.29,100.0
M0035,2024-07,1,1,0,0,2326.88,100.0
M0035,2024-08,1,1,0,0,1171.98,100.0
M0035,2024-09,1,1,0,0,1713.27,100.0
M0035,2024-10,3,3,0,0,5306.18,100.0
M0035,2025-01,4,4,0,0,6496.26,100.0
M0035,2025-03,1,1,0,0,1159.94,100.0
M0035,2025-04,1,1,0,0,206.07,100.0
M0035,2025-05,2,1,0,1,1932.89,50.0
M0035,2025-06,1,1,0,0,968.31,100.0
M0035,2025-07,1,1,0,0,440.4,100.0
M0035,2025-08,1,1,0,0,1765.41,100.0
M0035,2025-10,1,1,0,0,458.85,100.0
M0035,2025-12,1,1,0,0,2221.27,100.0
M0035,2026-02,1,1,0,0,2171.19,100.0
M0035,2026-03,1,1,0,0,272.29,100.0
M0036,2024-02,2,1,0,0,2419.36,50.0
M0036,2024-03,2,2,0,0,4387.72,100.0
M0036,2024-04,2,1,0,0,398.09,50.0
M0036,2024-06,1,0,0,0,0.0,0.0
M0036,2024-07,2,1,0,0,1751.83,50.0
M0036,2024-08,2,2,0,0,1328.09,100.0
M0036,2024-09,1,1,0,0,1181.73,100.0
M0036,2024-11,1,0,0,0,0.0,0.0
M0036,2024-12,4,3,1,0,2287.3,75.0
M0036,2025-02,2,1,0,1,1242.07,50.0
M0036,2025-04,2,1,0,0,984.5,50.0
M0036,2025-06,1,0,0,0,0.0,0.0
M0036,2025-10,1,1,0,0,1029.76,100.0
M0036,2025-11,5,4,0,0,1509.69,80.0
M0036,2025-12,1,1,0,0,227.23,100.0
M0036,2026-01,2,2,0,0,4277.69,100.0
M0036,2026-02,2,2,0,0,2351.98,100.0
M0037,2024-12,4,4,0,0,5428.56,100.0
M0037,2025-01,4,4,0,0,6533.17,100.0
M0037,2025-02,2,2,0,0,988.34,100.0
M0037,2025-03,4,4,0,0,5531.01,100.0
M0037,2025-04,3,3,0,0,2643.05,100.0
M0037,2025-05,2,1,0,0,316.97,50.0
M0037,2025-06,4,4,0,0,3170.94,100.0
M0037,2025-07,5,4,0,0,3941.76,80.0
M0037,2025-08,3,3,0,0,2128.88,100.0
M0037,2025-09,2,1,1,0,1607.53,50.0
M0038,2023-09,1,1,0,0,1271.92,100.0
M0038,2023-11,2,2,0,0,1416.86,100.0
M0038,2023-12,1,1,0,0,1148.84,100.0
M0038,2024-01,3,3,0,0,6081.09,100.0
M0038,2024-02,1,1,0,0,2148.58,100.0
M0038,2024-05,1,1,0,0,82.3,100.0
M0038,2024-06,1,1,0,0,1944.93,100.0
M0038,2024-07,2,2,0,0,3174.51,100.0
M0038,2024-08,1,1,0,0,724.87,100.0
M0038,2024-09,1,1,0,0,904.81,100.0
M0038,2024-10,1,1,0,0,882.69,100.0
M0038,2024-12,2,1,0,0,272.86,50.0
M0038,2025-01,1,1,0,0,2319.39,100.0
M0038,2025-02,2,1,0,1,1945.9,50.0
M0038,2025-05,1,1,0,0,945.27,100.0
M0038,2025-08,1,1,0,0,1728.23,100.0
M0038,2025-09,3,2,1,0,1570.22,66.67
M0039,2023-07,3,2,1,0,2926.6,66.67
M0039,2023-10,2,2,0,0,4636.13,100.0
M0039,2024-01,1,1,0,0,304.53,100.0
M0039,2024-03,2,2,0,0,2221.79,100.0
M0039,2024-06,3,2,0,0,2586.16,66.67
M0039,2024-07,4,3,0,0,4030.6,75.0
M0039,2024-08,1,1,0,0,755.41,100.0
M0039,2024-09,1,1,0,0,2380.78,100.0
M0039,2024-10,1,1,0,0,519.32,100.0
M0039,2024-11,1,1,0,0,1211.67,100.0
M0039,2024-12,2,0,2,0,0.0,0.0
M0039,2025-01,1,0,0,0,0.0,0.0
M0039,2025-05,1,1,0,0,2090.07,100.0
M0039,2025-06,2,1,0,1,1786.93,50.0
M0039,2025-07,1,0,0,0,0.0,0.0
M0039,2025-08,1,1,0,0,901.27,100.0
M0039,2025-09,2,1,0,0,325.25,50.0
M0039,2025-10,2,1,0,0,211.47,50.0
M0039,2025-11,1,1,0,0,2426.29,100.0
M0039,2025-12,3,3,0,0,5523.82,100.0
M0039,2026-02,1,1,0,0,2249.99,100.0
M0040,2024-04,3,2,0,1,3173.8,66.67
M0040,2024-05,1,1,0,0,487.04,100.0
M0040,2024-06,1,0,0,1,0.0,0.0
M0040,2024-07,3,2,0,1,3232.15,66.67
M0040,2024-08,1,1,0,0,1528.13,100.0
M0040,2024-09,2,2,0,0,3245.65,100.0
M0040,2024-10,1,1,0,0,759.4,100.0
M0040,2024-11,1,1,0,0,612.58,100.0
M0040,2024-12,1,1,0,0,311.99,100.0
M0040,2025-02,3,3,0,0,3270.76,100.0
M0040,2025-03,3,1,1,0,2107.97,33.33
M0040,2025-04,1,1,0,0,1755.13,100.0
M0040,2025-05,1,0,1,0,0.0,0.0
M0040,2025-06,3,2,0,0,1970.07,66.67
M0040,2025-07,3,2,0,0,1520.6,66.67
M0040,2025-08,1,1,0,0,942.67,100.0
M0040,2025-11,3,3,0,0,2062.14,100.0
M0040,2026-01,3,2,0,0,1540.61,66.67
M0040,2026-02,4,4,0,0,5180.89,100.0
M0040,2026-03,3,2,0,0,2217.63,66.67
M0041,2023-04,1,1,0,0,2415.8,100.0
M0041,2023-05,1,1,0,0,2340.15,100.0
M0041,2023-10,1,0,1,0,0.0,0.0
M0041,2023-11,1,1,0,0,589.57,100.0
M0041,2023-12,1,1,0,0,1929.87,100.0
M0041,2024-01,1,1,0,0,743.59,100.0
M0041,2024-02,1,1,0,0,1758.13,100.0
M0041,2024-03,1,0,0,0,0.0,0.0
M0041,2024-05,1,1,0,0,1791.73,100.0
M0041,2024-08,2,0,1,0,0.0,0.0
M0041,2024-10,2,2,0,0,2692.26,100.0
M0041,2024-11,1,1,0,0,1872.16,100.0
M0041,2025-01,3,3,0,0,2635.77,100.0
M0041,2025-02,2,2,0,0,2865.83,100.0
M0041,2025-03,1,1,0,0,508.65,100.0
M0041,2025-04,1,1,0,0,812.22,100.0
M0041,2025-05,1,1,0,0,1571.85,100.0
M0041,2025-07,2,1,0,1,2163.39,50.0
M0041,2025-08,3,2,1,0,1706.16,66.67
M0041,2025-10,2,2,0,0,1276.46,100.0
M0041,2026-01,2,2,0,0,2546.23,100.0
M0041,2026-02,2,2,0,0,3514.86,100.0
M0041,2026-03,1,1,0,0,345.53,100.0
M0042,2024-03,3,3,0,0,3219.93,100.0
M0042,2024-04,1,1,0,0,1105.16,100.0
M0042,2024-05,1,1,0,0,1328.25,100.0
M0042,2024-07,4,4,0,0,5228.73,100.0
M0042,2024-08,3,3,0,0,3577.92,100.0
M0042,2024-09,1,1,0,0,969.59,100.0
M0042,2024-10,1,1,0,0,2440.97,100.0
M0042,2024-11,1,1,0,0,934.56,100.0
M0042,2024-12,2,2,0,0,3191.66,100.0
M0042,2025-01,2,2,0,0,1998.24,100.0
M0042,2025-02,1,1,0,0,1061.85,100.0
M0042,2025-03,4,4,0,0,6488.86,100.0
M0042,2025-04,1,1,0,0,2437.72,100.0
M0042,2025-05,1,0,1,0,0.0,0.0
M0042,2025-06,1,1,0,0,2222.66,100.0
M0042,2025-08,2,2,0,0,2098.1,100.0
M0042,2025-09,2,2,0,0,2462.2,100.0
M0042,2025-11,1,1,0,0,126.96,100.0
M0042,2025-12,1,1,0,0,2278.24,100.0
M0042,2026-01,1,1,0,0,2196.83,100.0
M0042,2026-02,2,1,0,0,721.02,50.0
M0042,2026-03,1,1,0,0,2202.11,100.0
M0043,2023-10,1,1,0,0,1678.68,100.0
M0043,2023-11,1,1,0,0,1442.52,100.0
M0043,2023-12,1,1,0,0,2031.14,100.0
M0043,2024-01,1,1,0,0,1880.86,100.0
M0043,2024-02,2,2,0,0,1581.45,100.0
M0043,2024-04,3,3,0,0,5782.65,100.0
M0043,2024-07,1,1,0,0,1360.92,100.0
M0043,2024-08,1,0,0,0,0.0,0.0
M0043,2024-10,2,2,0,0,3233.91,100.0
M0043,2024-11,1,1,0,0,526.94,100.0
M0043,2025-01,1,1,0,0,2411.84,100.0
M0043,2025-02,3,3,0,0,3765.46,100.0
M0043,2025-03,2,2,0,0,3042.25,100.0
M0043,2025-04,2,2,0,0,2925.24,100.0
M0043,2025-05,1,1,0,0,2323.91,100.0
M0043,2025-06,1,1,0,0,1316.01,100.0
M0043,2025-09,1,1,0,0,1876.2,100.0
M0044,2023-09,1,1,0,0,287.45,100.0
M0044,2023-10,1,0,0,1,0.0,0.0
M0044,2023-11,3,3,0,0,1635.1,100.0
M0044,2023-12,2,2,0,0,3714.23,100.0
M0044,2024-01,3,3,0,0,4461.3,100.0
M0044,2024-02,1,0,0,0,0.0,0.0
M0044,2024-03,1,1,0,0,1655.93,100.0
M0044,2024-04,1,1,0,0,411.37,100.0
M0044,2024-12,1,1,0,0,2270.91,100.0
M0044,2025-01,2,2,0,0,1376.33,100.0
M0044,2025-02,1,1,0,0,1925.34,100.0
M0044,2025-04,1,0,0,0,0.0,0.0
M0044,2025-05,1,1,0,0,1751.52,100.0
M0044,2025-07,1,1,0,0,424.76,100.0
M0044,2025-08,2,2,0,0,2102.49,100.0
M0044,2025-09,1,0,0,0,0.0,0.0
M0044,2026-02,1,1,0,0,812.92,100.0
M0045,2023-12,2,2,0,0,2092.39,100.0
M0045,2024-01,3,2,0,0,1964.05,66.67
M0045,2024-02,2,2,0,0,1022.94,100.0
M0045,2024-05,2,2,0,0,1258.14,100.0
M0045,2024-08,2,2,0,0,673.44,100.0
M0045,2024-09,3,2,1,0,3032.32,66.67
M0045,2024-10,1,1,0,0,1662.11,100.0
M0045,2024-11,1,1,0,0,847.22,100.0
M0045,2024-12,1,1,0,0,1691.88,100.0
M0045,2025-01,1,1,0,0,1311.73,100.0
M0045,2025-02,2,2,0,0,1921.54,100.0
M0045,2025-04,1,1,0,0,932.01,100.0
M0045,2025-06,1,1,0,0,2281.65,100.0
M0045,2025-07,1,1,0,0,1120.57,100.0
M0045,2025-09,3,2,0,0,1936.84,66.67
M0046,2023-03,2,2,0,0,3239.74,100.0
M0046,2023-05,1,1,0,0,226.52,100.0
M0046,2023-09,1,1,0,0,444.59,100.0
M0046,2023-11,2,1,1,0,1211.79,50.0
M0046,2023-12,1,1,0,0,1301.65,100.0
M0046,2024-01,2,2,0,0,2643.56,100.0
M0046,2024-02,1,0,0,0,0.0,0.0
M0046,2024-03,2,2,0,0,2653.23,100.0
M0046,2024-04,1,1,0,0,610.58,100.0
M0046,2024-07,3,3,0,0,4586.22,100.0
M0046,2024-09,2,2,0,0,762.54,100.0
M0046,2024-11,1,1,0,0,702.65,100.0
M0046,2025-03,2,1,0,0,142.72,50.0
M0046,2025-04,1,1,0,0,1140.9,100.0
M0046,2025-07,1,1,0,0,280.37,100.0
M0046,2025-08,3,3,0,0,5290.44,100.0
M0047,2024-02,1,1,0,0,1375.19,100.0
M0047,2024-07,2,2,0,0,2223.84,100.0
M0047,2024-08,1,1,0,0,2291.33,100.0
M0047,2024-09,2,2,0,0,3442.33,100.0
M0047,2024-10,2,2,0,0,2526.36,100.0
M0047,2024-12,5,4,0,0,4410.76,80.0
M0047,2025-01,1,1,0,0,1527.37,100.0
M0047,2025-03,3,2,0,0,1374.03,66.67
M0047,2025-04,1,1,0,0,1887.59,100.0
M0047,2025-05,4,4,0,0,4703.69,100.0
M0047,2025-06,2,2,0,0,3454.09,100.0
M0047,2025-07,1,1,0,0,2380.78,100.0
M0047,2025-08,1,1,0,0,2317.62,100.0
M0047,2025-09,1,1,0,0,830.64,100.0
M0047,2025-10,2,1,0,0,230.43,50.0
M0047,2025-11,1,1,0,0,683.24,100.0
M0047,2025-12,3,3,0,0,6693.76,100.0
M0047,2026-01,3,3,0,0,5110.1,100.0
M0048,2024-10,3,3,0,0,3873.01,100.0
M0048,2024-11,6,6,0,0,4175.97,100.0
M0048,2024-12,3,3,0,0,1980.51,100.0
M0048,2025-01,5,5,0,0,1933.25,100.0
M0048,2025-02,1,1,0,0,1729.95,100.0
M0048,2025-03,1,1,0,0,771.63,100.0
M0048,2025-04,3,3,0,0,2969.25,100.0
M0048,2025-05,5,3,1,0,1562.98,60.0
M0048,2025-06,2,2,0,0,1337.81,100.0
M0048,2025-07,3,2,0,1,2272.12,66.67
M0048,2025-08,2,1,1,0,1539.35,50.0
M0048,2025-09,2,2,0,0,1387.67,100.0
M0049,2023-09,2,1,0,0,2447.0,50.0
M0049,2023-10,1,1,0,0,1030.05,100.0
M0049,2023-12,3,3,0,0,4403.99,100.0
M0049,2024-04,1,1,0,0,1666.72,100.0
M0049,2024-05,1,1,0,0,2189.77,100.0
M0049,2024-06,1,1,0,0,2405.41,100.0
M0049,2024-07,1,1,0,0,1604.07,100.0
M0049,2024-08,1,1,0,0,124.25,100.0
M0049,2024-09,3,3,0,0,5406.88,100.0
M0049,2024-11,5,4,0,0,4519.51,80.0
M0049,2024-12,1,1,0,0,2195.98,100.0
M0049,2025-01,1,0,0,0,0.0,0.0
M0049,2025-03,1,1,0,0,430.17,100.0
M0049,2025-04,1,1,0,0,1771.66,100.0
M0049,2025-05,1,0,0,1,0.0,0.0
M0049,2025-07,1,1,0,0,448.52,100.0
M0049,2025-08,2,2,0,0,3451.17,100.0
M0049,2025-09,3,3,0,0,6184.11,100.0
M0049,2025-11,1,1,0,0,450.76,100.0
M0049,2026-01,3,2,0,1,2473.27,66.67
M0049,2026-02,1,1,0,0,786.8,100.0
M0049,2026-03,1,1,0,0,2325.63,100.0
M0050,2024-04,3,3,0,0,2748.39,100.0
M0050,2024-06,2,1,0,0,1364.7,50.0
M0050,2024-08,1,1,0,0,1245.45,100.0
M0050,2024-09,4,4,0,0,4807.26,100.0
M0050,2024-10,2,1,0,0,106.28,50.0
M0050,2024-12,2,1,1,0,808.15,50.0
M0050,2025-01,2,1,1,0,1216.83,50.0
M0050,2025-02,1,1,0,0,1463.68,100.0
M0050,2025-05,1,1,0,0,2163.84,100.0
M0050,2025-08,2,2,0,0,4061.02,100.0
M0050,2025-09,2,2,0,0,3396.83,100.0
M0050,2025-10,2,0,0,0,0.0,0.0
M0050,2025-12,1,1,0,0,919.39,100.0
M0050,2026-01,1,0,1,0,0.0,0.0
M0050,2026-02,1,1,0,0,210.07,100.0
M0051,2023-07,1,1,0,0,2391.62,100.0
M0051,2023-10,1,1,0,0,1983.25,100.0
M0051,2024-03,1,0,1,0,0.0,0.0
M0051,2024-04,2,2,0,0,2500.62,100.0
M0051,2024-05,1,1,0,0,726.32,100.0
M0051,2024-07,1,1,0,0,216.42,100.0
M0051,2024-08,1,1,0,0,2191.08,100.0
M0051,2024-09,2,2,0,0,637.84,100.0
M0051,2024-10,1,1,0,0,1434.61,100.0
M0051,2024-11,1,0,1,0,0.0,0.0
M0051,2025-02,1,1,0,0,2202.86,100.0
M0051,2025-03,2,2,0,0,3598.43,100.0
M0051,2025-04,1,0,1,0,0.0,0.0
M0051,2025-05,1,1,0,0,181.58,100.0
M0051,2025-08,1,1,0,0,892.35,100.0
M0051,2025-09,1,1,0,0,956.58,100.0
M0051,2025-12,1,1,0,0,774.34,100.0
M0051,2026-01,1,1,0,0,101.24,100.0
M0052,2023-03,1,0,1,0,0.0,0.0
M0052,2023-04,1,1,0,0,582.26,100.0
M0052,2023-05,1,1,0,0,192.75,100.0
M0052,2023-08,2,2,0,0,822.93,100.0
M0052,2023-09,1,1,0,0,1224.36,100.0
M0052,2023-12,2,1,0,0,2386.3,50.0
M0052,2024-01,1,1,0,0,787.05,100.0
M0052,2024-03,2,2,0,0,2183.11,100.0
M0052,2024-06,1,1,0,0,2186.15,100.0
M0052,2024-07,1,1,0,0,582.76,100.0
M0052,2024-09,3,2,1,0,3013.7,66.67
M0052,2024-10,2,0,0,0,0.0,0.0
M0052,2024-11,1,1,0,0,2434.17,100.0
M0052,2025-01,1,0,0,1,0.0,0.0
M0052,2025-02,1,1,0,0,2422.66,100.0
M0052,2025-06,2,2,0,0,3043.91,100.0
M0052,2025-12,1,1,0,0,366.56,100.0
M0052,2026-01,2,1,1,0,2273.27,50.0
M0053,2023-05,3,3,0,0,2969.7,100.0
M0053,2023-09,1,1,0,0,793.29,100.0
M0053,2023-10,2,0,2,0,0.0,0.0
M0053,2023-12,1,1,0,0,1062.99,100.0
M0053,2024-02,1,1,0,0,2399.95,100.0
M0053,2024-03,1,1,0,0,2088.29,100.0
M0053,2024-04,1,0,1,0,0.0,0.0
M0053,2024-09,1,0,0,0,0.0,0.0
M0053,2024-11,1,1,0,0,339.2,100.0
M0053,2025-02,2,2,0,0,4058.57,100.0
M0053,2025-03,2,2,0,0,3334.98,100.0
M0053,2025-05,1,1,0,0,950.69,100.0
M0053,2025-06,3,3,0,0,2427.59,100.0
M0053,2025-07,1,1,0,0,197.36,100.0
M0053,2025-08,1,1,0,0,2308.41,100.0
M0053,2025-12,2,1,0,0,1769.11,50.0
M0053,2026-01,1,1,0,0,2259.74,100.0
M0054,2024-10,3,3,0,0,3452.39,100.0
M0054,2024-11,1,1,0,0,865.57,100.0
M0054,2025-01,3,2,1,0,2663.88,66.67
M0054,2025-02,3,3,0,0,2127.75,100.0
M0054,2025-03,3,2,0,0,1791.48,66.67
M0054,2025-04,1,1,0,0,53.05,100.0
M0054,2025-07,2,2,0,0,650.94,100.0
M0054,2025-08,3,3,0,0,5759.8,100.0
M0054,2025-09,4,4,0,0,5191.07,100.0
M0054,2025-10,2,2,0,0,233.19,100.0
M0054,2025-11,6,5,1,0,5757.95,83.33
M0054,2025-12,1,1,0,0,1372.77,100.0
M0054,2026-01,2,1,0,0,1116.06,50.0
M0054,2026-02,5,3,1,0,5807.06,60.0
M0054,2026-03,1,0,0,1,0.0,0.0
M0055,2023-06,2,2,0,0,3100.88,100.0
M0055,2023-07,1,1,0,0,1584.2,100.0
M0055,2023-10,1,0,1,0,0.0,0.0
M0055,2024-02,1,1,0,0,1795.89,100.0
M0055,2024-06,1,1,0,0,668.77,100.0
M0055,2024-07,1,1,0,0,2291.91,100.0
M0055,2024-08,3,3,0,0,3203.46,100.0
M0055,2024-10,2,2,0,0,2053.81,100.0
M0055,2024-11,2,2,0,0,45.4,100.0
M0055,2025-01,2,2,0,0,2719.73,100.0
M0055,2025-02,1,1,0,0,407.56,100.0
M0055,2025-04,1,1,0,0,1706.77,100.0
M0055,2025-05,1,0,1,0,0.0,0.0
M0055,2025-06,1,1,0,0,2211.4,100.0
M0055,2025-07,1,1,0,0,1256.86,100.0
M0055,2025-08,2,2,0,0,2962.69,100.0
M0055,2025-09,1,1,0,0,113.42,100.0
M0055,2025-12,1,1,0,0,259.55,100.0
M0055,2026-01,1,0,1,0,0.0,0.0
M0055,2026-02,2,2,0,0,1757.23,100.0
M0056,2024-02,2,1,0,0,1595.18,50.0
M0056,2024-03,1,1,0,0,1250.75,100.0
M0056,2024-08,2,2,0,0,981.19,100.0
M0056,2024-09,1,1,0,0,1930.47,100.0
M0056,2024-10,1,0,1,0,0.0,0.0
M0056,2024-11,1,1,0,0,1583.35,100.0
M0056,2024-12,1,1,0,0,848.43,100.0
M0056,2025-01,1,1,0,0,1707.54,100.0
M0056,2025-02,2,2,0,0,3397.63,100.0
M0056,2025-03,3,3,0,0,2210.51,100.0
M0056,2025-06,2,2,0,0,594.02,100.0
M0056,2025-08,1,0,1,0,0.0,0.0
M0056,2025-10,1,1,0,0,366.64,100.0
M0056,2025-11,1,1,0,0,849.44,100.0
M0056,2025-12,2,2,0,0,2415.01,100.0
M0056,2026-01,1,1,0,0,1806.78,100.0
M0056,2026-02,1,1,0,0,1152.73,100.0
M0057,2024-12,3,2,0,0,3254.53,66.67
M0057,2025-01,1,0,0,0,0.0,0.0
M0057,2025-03,2,1,0,1,1607.69,50.0
M0057,2025-04,2,2,0,0,2506.99,100.0
M0057,2025-05,3,3,0,0,4010.74,100.0
M0057,2025-06,2,2,0,0,4277.5,100.0
M0057,2025-07,1,0,0,1,0.0,0.0
M0057,2025-08,3,3,0,0,601.25,100.0
M0057,2025-11,1,1,0,0,1551.67,100.0
M0057,2025-12,4,1,1,0,476.24,25.0
M0057,2026-02,2,2,0,0,2600.17,100.0
M0057,2026-03,1,1,0,0,2120.49,100.0
M0058,2023-04,1,0,1,0,0.0,0.0
M0058,2023-05,3,3,0,0,6130.07,100.0
M0058,2023-06,3,3,0,0,4494.35,100.0
M0058,2023-10,2,2,0,0,2137.88,100.0
M0058,2024-01,2,2,0,0,1965.87,100.0
M0058,2024-02,2,1,0,0,966.42,50.0
M0058,2024-03,1,1,0,0,1779.27,100.0
M0058,2024-05,1,0,0,0,0.0,0.0
M0058,2024-06,1,1,0,0,1649.3,100.0
M0058,2024-09,3,3,0,0,4911.51,100.0
M0058,2024-11,1,1,0,0,1825.21,100.0
M0058,2025-01,1,1,0,0,2309.47,100.0
M0058,2025-02,2,2,0,0,1852.38,100.0
M0058,2025-06,1,1,0,0,1926.99,100.0
M0058,2025-07,2,1,1,0,1997.79,50.0
M0058,2025-11,1,1,0,0,736.84,100.0
M0058,2026-02,1,1,0,0,1370.29,100.0
M0058,2026-03,1,1,0,0,2450.37,100.0
M0059,2024-12,2,1,1,0,2390.21,50.0
M0059,2025-01,2,1,1,0,849.52,50.0
M0059,2025-03,1,1,0,0,2234.05,100.0
M0059,2025-04,1,0,0,1,0.0,0.0
M0059,2025-05,3,3,0,0,1871.9,100.0
M0059,2025-06,1,0,0,0,0.0,0.0
M0059,2025-07,2,2,0,0,3992.34,100.0
M0059,2025-08,2,1,1,0,1179.08,50.0
M0059,2025-09,1,1,0,0,1236.82,100.0
M0059,2025-10,1,1,0,0,2249.78,100.0
M0059,2025-11,1,1,0,0,773.9,100.0
M0059,2025-12,1,1,0,0,2204.9,100.0
M0059,2026-01,1,1,0,0,2405.65,100.0
M0059,2026-02,3,3,0,0,4741.73,100.0
M0059,2026-03,1,0,0,0,0.0,0.0
M0060,2024-08,4,4,0,0,4929.9,100.0
M0060,2024-09,2,2,0,0,3064.27,100.0
M0060,2024-10,3,2,0,0,3186.9,66.67
M0060,2024-11,4,3,0,0,3744.21,75.0
M0060,2024-12,1,1,0,0,2107.38,100.0
M0060,2025-01,1,1,0,0,743.67,100.0
M0060,2025-05,1,1,0,0,1205.36,100.0
M0060,2025-06,2,2,0,0,2456.8,100.0
M0060,2025-07,2,2,0,0,4265.62,100.0
M0060,2025-08,1,1,0,0,1155.04,100.0
M0060,2025-09,1,1,0,0,2100.38,100.0
M0060,2025-10,1,1,0,0,1660.02,100.0
M0060,2025-11,2,2,0,0,1711.31,100.0
M0060,2026-01,2,1,1,0,2200.02,50.0
M0061,2024-07,1,1,0,0,749.12,100.0
M0061,2024-09,3,3,0,0,3979.01,100.0
M0061,2024-10,1,0,1,0,0.0,0.0
M0061,2024-11,1,1,0,0,356.81,100.0
M0061,2024-12,2,2,0,0,3008.5,100.0
M0061,2025-01,1,1,0,0,655.2,100.0
M0061,2025-02,2,1,1,0,806.94,50.0
M0061,2025-03,1,0,1,0,0.0,0.0
M0061,2025-04,1,0,0,0,0.0,0.0
M0061,2025-05,2,2,0,0,1393.06,100.0
M0061,2025-06,2,2,0,0,3969.02,100.0
M0061,2025-07,1,0,0,0,0.0,0.0
M0061,2025-08,1,0,0,0,0.0,0.0
M0061,2025-09,6,6,0,0,7051.27,100.0
M0061,2025-10,1,1,0,0,902.98,100.0
M0061,2025-11,1,1,0,0,1738.62,100.0
M0061,2026-01,3,3,0,0,3501.25,100.0
M0061,2026-02,1,1,0,0,2196.98,100.0
M0062,2023-08,2,1,0,1,1238.84,50.0
M0062,2023-12,1,1,0,0,186.49,100.0
M0062,2024-01,2,2,0,0,2941.92,100.0
M0062,2024-02,1,1,0,0,2333.88,100.0
M0062,2024-03,1,1,0,0,2051.66,100.0
M0062,2024-04,1,1,0,0,1617.76,100.0
M0062,2024-05,1,1,0,0,2425.09,100.0
M0062,2024-07,2,2,0,0,2363.22,100.0
M0062,2024-09,3,2,1,0,3134.95,66.67
M0062,2024-10,2,0,2,0,0.0,0.0
M0062,2024-11,2,2,0,0,2799.66,100.0
M0062,2024-12,4,4,0,0,3503.84,100.0
M0062,2025-01,1,0,1,0,0.0,0.0
M0062,2025-02,2,2,0,0,756.03,100.0
M0062,2025-03,4,3,0,0,1100.74,75.0
M0062,2025-07,1,1,0,0,1241.6,100.0
M0062,2025-09,3,3,0,0,2894.89,100.0
M0063,2024-03,2,2,0,0,2221.25,100.0
M0063,2024-04,1,1,0,0,36.26,100.0
M0063,2024-06,1,1,0,0,235.09,100.0
M0063,2024-08,1,1,0,0,1993.77,100.0
M0063,2024-10,2,2,0,0,435.27,100.0
M0063,2024-11,1,1,0,0,2209.4,100.0
M0063,2024-12,1,1,0,0,1886.1,100.0
M0063,2025-01,3,3,0,0,2703.6,100.0
M0063,2025-02,1,1,0,0,2166.45,100.0
M0063,2025-03,2,2,0,0,2213.92,100.0
M0063,2025-04,3,1,1,0,19.35,33.33
M0063,2025-05,3,3,0,0,3329.79,100.0
M0063,2025-07,1,1,0,0,2438.28,100.0
M0063,2025-08,2,1,1,0,1141.68,50.0
M0063,2025-10,1,1,0,0,1513.23,100.0
